split,feature,stage,importance_mean,importance_std
2,ast_saccade_time_max,Stage 2,-0.002388888888888848,0.0010258991840343997
2,mgst_saccade_degree_total,Stage 2,-0.0007592592592592077,0.0020361109005776834
2,mgst_saccade_degree_mean,Stage 2,-0.0003148148148147678,0.0006200247793623243
2,mgst_saccade_time_max,Stage 2,-0.00025925925925922945,0.0017077247234664433
2,mgst_fixation_time_max,Stage 2,0.002481481481481514,0.0039013908391892426
2,mgst_fixation_mean,Stage 2,-0.0001296296296296092,0.005908568328979254
2,mgst_saccade_latency_total,Stage 2,-0.0011111111111110738,0.002122774797171398
2,mgst_saccade_duration,Stage 2,0.001296296296296351,0.00268486588139843
2,cdt_saccade_degree_sd,Stage 2,0.0012407407407407718,0.0011081751333612755
2,stroop_saccade_degree_mean,Stage 2,-0.0005740740740740491,0.0024363643110671012
2,stroop_screen_duration_mean,Stage 2,0.00033333333333335956,0.0005665577237325374
2,stroop_saccade_latency_total,Stage 2,-0.0021666666666666167,0.0035058739657001926
3,questionnaire_latency_mean,Stage 1,-0.0016481481481480874,0.007377927449024741
3,questionnaire_latency_sd,Stage 1,0.0016111111111111668,0.0026229048075806457
3,questionnaire_interval_mean,Stage 1,0.01522222222222227,0.009347652155650903
3,questionnaire_interval_sd,Stage 1,0.007111111111111153,0.009329805329679279
3,social_notification_latency_mean,Stage 1,0.00307407407407414,0.002244028808844612
3,social_notification_latency_sd,Stage 1,0.009500000000000057,0.009138114905872087
3,ambient_light_sd,Stage 1,0.0007777777777778439,0.0021208353040326595
3,fitbit_steps_active,Stage 1,0.004500000000000037,0.0032909340488044177
3,active_session_duration,Stage 1,0.004148148148148223,0.005995082575675095
3,new_apps_added,Stage 1,0.0031666666666667212,0.0051343072669164476
3,scroll_interval_sd,Stage 1,0.0007037037037037545,0.0059281245921200335
3,tap_interval_sd,Stage 1,0.008870370370370433,0.005080591920841312
3,dwell_time_sd,Stage 1,0.01453703703703709,0.010091233343739774
3,idle_interval_sd,Stage 1,-0.0008703703703702992,0.009634987825514122
3,session_fragmentation,Stage 1,-0.0006111111111110623,0.0016314173695731124
3,pst_fixation_duration,Stage 2,-0.001962962962962896,0.002857137958059692
3,ast_saccade_time_max,Stage 2,-0.003555555555555486,0.004051113752259353
3,mgst_saccade_degree_total,Stage 2,0.0024629629629630188,0.004066533425598392
3,mgst_saccade_degree_mean,Stage 2,0.000981481481481524,0.001522690745234933
3,mgst_saccade_time_max,Stage 2,-0.0012037037037036292,0.005374998006188425
3,mgst_fixation_time_max,Stage 2,0.007611111111111168,0.007743509162929848
3,mgst_fixation_mean,Stage 2,0.002370370370370445,0.004159706120251617
3,mgst_saccade_latency_total,Stage 2,-0.008074074074074027,0.0061526088235866905
3,mgst_saccade_duration,Stage 2,0.005055555555555606,0.00438935768710524
3,cdt_saccade_degree_sd,Stage 2,-0.00225925925925922,0.0028216291784801248
3,stroop_saccade_degree_mean,Stage 2,-0.00038888888888883867,0.0025865670720294576
3,stroop_screen_duration_mean,Stage 2,-0.0007222222222221427,0.0008624541497922262
3,stroop_saccade_latency_total,Stage 2,0.002407407407407469,0.0031009534353977045
4,questionnaire_latency_mean,Stage 1,0.03133333333333331,0.01584947195703603
4,questionnaire_latency_sd,Stage 1,0.0018518518518518489,0.003337446022538889
4,questionnaire_interval_mean,Stage 1,0.02203703703703703,0.014157646607963974
4,questionnaire_interval_sd,Stage 1,0.013981481481481465,0.010081033135593456
4,social_notification_latency_mean,Stage 1,0.011722222222222222,0.007574526836055398
4,social_notification_latency_sd,Stage 1,0.0021296296296296037,0.009982580850609594
4,ambient_light_sd,Stage 1,0.0025925925925925795,0.0012614360271056616
4,fitbit_steps_active,Stage 1,0.0007407407407407492,0.005356303415843698
4,active_session_duration,Stage 1,0.009722222222222203,0.01143396679669041
4,new_apps_added,Stage 1,-0.0034444444444444353,0.005457278901074707
4,scroll_interval_sd,Stage 1,0.0020555555555555253,0.0013467687285612536
4,tap_interval_sd,Stage 1,0.003685185185185169,0.009233464068840187
4,dwell_time_sd,Stage 1,0.012425925925925922,0.008872071282063678
4,idle_interval_sd,Stage 1,0.004888888888888876,0.010089517030535443
4,session_fragmentation,Stage 1,0.000277777777777762,0.0006990587440065396
4,pst_fixation_duration,Stage 2,0.0018888888888888733,0.001812167381144448
4,ast_saccade_time_max,Stage 2,0.0017777777777777596,0.0012035612451312605
4,mgst_saccade_degree_total,Stage 2,0.001648148148148143,0.0029379149591624073
4,mgst_saccade_degree_mean,Stage 2,0.0009814814814814536,0.0010110839773865747
4,mgst_saccade_time_max,Stage 2,0.0007777777777777698,0.0032823257838673534
4,mgst_fixation_time_max,Stage 2,0.004074074074074078,0.006088059779542788
4,mgst_fixation_mean,Stage 2,0.002222222222222218,0.0034812844703910545
4,mgst_saccade_latency_total,Stage 2,-0.0015555555555555544,0.002519063121945473
4,mgst_saccade_duration,Stage 2,0.0027592592592592465,0.002511223093755665
4,cdt_saccade_degree_sd,Stage 2,0.00181481481481481,0.003933430981559765
4,stroop_saccade_degree_mean,Stage 2,0.0008703703703703584,0.0026476300969575485
4,stroop_screen_duration_mean,Stage 2,0.0007037037037036731,0.0011558878914316412
4,stroop_saccade_latency_total,Stage 2,0.002870370370370364,0.004774941736514248
5,questionnaire_latency_mean,Stage 1,0.013555555555555491,0.006550845765770528
5,questionnaire_latency_sd,Stage 1,0.005777777777777707,0.004914076530554652
5,questionnaire_interval_mean,Stage 1,0.01770370370370364,0.010007952941788252
5,questionnaire_interval_sd,Stage 1,0.00618518518518513,0.002377593162326532
5,social_notification_latency_mean,Stage 1,0.004092592592592518,0.003730872572320261
5,social_notification_latency_sd,Stage 1,0.007962962962962894,0.00782437540511127
5,ambient_light_sd,Stage 1,0.005518518518518449,0.003445439919868962
5,fitbit_steps_active,Stage 1,0.0008518518518517926,0.001061225835695892
5,active_session_duration,Stage 1,0.0038333333333332776,0.0030169275516412205
5,new_apps_added,Stage 1,0.0005370370370369656,0.003494508723819476
5,scroll_interval_sd,Stage 1,0.007296296296296237,0.007284254021720356
5,tap_interval_sd,Stage 1,0.0026481481481480883,0.0022891915178098673
5,dwell_time_sd,Stage 1,0.021648148148148093,0.010482675628874151
5,idle_interval_sd,Stage 1,0.003666666666666592,0.003567687635111625
5,session_fragmentation,Stage 1,0.0006111111111110327,0.0008031573497111638
5,pst_fixation_duration,Stage 2,0.0007222222222221538,0.0013918486980824779
5,ast_saccade_time_max,Stage 2,0.0031666666666665994,0.0015918387535438189
5,mgst_saccade_degree_total,Stage 2,0.0016296296296295623,0.0021224516713917612
5,mgst_saccade_degree_mean,Stage 2,0.0009814814814814092,0.0008074159020959822
5,mgst_saccade_time_max,Stage 2,7.407407407400424e-05,0.0012808604789474453
5,mgst_fixation_time_max,Stage 2,0.0010740740740740199,0.004879058579278127
5,mgst_fixation_mean,Stage 2,0.008870370370370303,0.006165554343013509
5,mgst_saccade_latency_total,Stage 2,-0.002537037037037108,0.002853354582436926
5,mgst_saccade_duration,Stage 2,0.0005555555555554944,0.0027026887998752532
5,cdt_saccade_degree_sd,Stage 2,-0.00014814814814823052,0.0014482381330382993
5,stroop_saccade_degree_mean,Stage 2,-0.00037037037037045785,0.0016058876584206488
5,stroop_screen_duration_mean,Stage 2,-0.0010925925925926486,0.0009238866432049155
5,stroop_saccade_latency_total,Stage 2,0.0028518518518517834,0.001731654774453481
6,questionnaire_latency_mean,Stage 1,0.016259259259259296,0.006714233596222011
6,questionnaire_latency_sd,Stage 1,0.004518518518518551,0.0026978627928110253
6,questionnaire_interval_mean,Stage 1,0.029500000000000037,0.015770570863155024
6,questionnaire_interval_sd,Stage 1,0.00800000000000004,0.004878355656311355
6,social_notification_latency_mean,Stage 1,0.004666666666666693,0.002604206789814365
6,social_notification_latency_sd,Stage 1,0.022222222222222247,0.00850683578917761
6,ambient_light_sd,Stage 1,0.011703703703703713,0.004627999713084173
6,fitbit_steps_active,Stage 1,0.0014259259259259453,0.0009800828609184754
6,active_session_duration,Stage 1,0.008481481481481494,0.004181906286855767
6,new_apps_added,Stage 1,0.001611111111111126,0.0017936215290022721
6,scroll_interval_sd,Stage 1,0.003944444444444458,0.0034526485330835604
6,tap_interval_sd,Stage 1,0.017314814814814845,0.006079181457065471
6,dwell_time_sd,Stage 1,0.02914814814814817,0.008757986752764091
6,idle_interval_sd,Stage 1,0.018500000000000023,0.008641404302123436
6,session_fragmentation,Stage 1,0.0011666666666666937,0.0014792807728549542
6,pst_fixation_duration,Stage 2,0.0005370370370370507,0.0005068123030890329
6,ast_saccade_time_max,Stage 2,0.003388888888888919,0.0018445225329297478
6,mgst_saccade_degree_total,Stage 2,0.005055555555555587,0.0019423268892892257
6,mgst_saccade_degree_mean,Stage 2,0.0034629629629629862,0.001467643707486994
6,mgst_saccade_time_max,Stage 2,0.001055555555555569,0.002004880875539198
6,mgst_fixation_time_max,Stage 2,0.0032037037037037273,0.006984231701154988
6,mgst_fixation_mean,Stage 2,0.0032777777777778126,0.001625098920699167
6,mgst_saccade_latency_total,Stage 2,0.0020185185185185345,0.004063496369320896
6,mgst_saccade_duration,Stage 2,0.0024074074074074358,0.0022098420578038984
6,cdt_saccade_degree_sd,Stage 2,0.002703703703703727,0.0037971543745688304
6,stroop_saccade_degree_mean,Stage 2,0.000388888888888909,0.001679885847581712
6,stroop_screen_duration_mean,Stage 2,-0.0007407407407407196,0.0010176764195580724
6,stroop_saccade_latency_total,Stage 2,0.0037962962962963197,0.002003512005617386
7,questionnaire_latency_mean,Stage 1,0.004666666666666571,0.0027688746209727053
7,questionnaire_latency_sd,Stage 1,0.00040740740740731197,0.0010823436441631383
7,questionnaire_interval_mean,Stage 1,0.02987037037037027,0.014101836652796951
7,questionnaire_interval_sd,Stage 1,0.010166666666666565,0.003600840094021955
7,social_notification_latency_mean,Stage 1,0.006055555555555455,0.004532348295305529
7,social_notification_latency_sd,Stage 1,0.009259259259259153,0.005695159545584037
7,ambient_light_sd,Stage 1,0.0020370370370369484,0.0016992695921414114
7,fitbit_steps_active,Stage 1,-0.000444444444444525,0.0003628873693012208
7,active_session_duration,Stage 1,0.01722222222222213,0.009026709338484415
7,new_apps_added,Stage 1,0.0005925925925925076,0.0009398946326259109
7,scroll_interval_sd,Stage 1,0.001814814814814721,0.001266320073872483
7,tap_interval_sd,Stage 1,0.002555555555555459,0.0030415503952070837
7,dwell_time_sd,Stage 1,0.01864814814814806,0.007812993468640233
7,idle_interval_sd,Stage 1,0.0027592592592591836,0.0021299516664724863
7,session_fragmentation,Stage 1,0.00048148148148139763,0.0009593950997769352
7,pst_fixation_duration,Stage 2,0.0003333333333332596,0.0006017806225656196
7,ast_saccade_time_max,Stage 2,0.0007777777777776884,0.0009792077086224014
7,mgst_saccade_degree_total,Stage 2,0.002203703703703604,0.0020512132981513843
7,mgst_saccade_degree_mean,Stage 2,-0.0003703703703704616,0.0002986021388258638
7,mgst_saccade_time_max,Stage 2,0.0020555555555554625,0.002594509873074584
7,mgst_fixation_time_max,Stage 2,0.002333333333333254,0.0019105511668931683
7,mgst_fixation_mean,Stage 2,0.005666666666666572,0.0035786288382758866
7,mgst_saccade_latency_total,Stage 2,0.001537037037036959,0.001264287347310993
7,mgst_saccade_duration,Stage 2,0.003481481481481382,0.0025577017289806717
7,cdt_saccade_degree_sd,Stage 2,0.0008888888888888021,0.0012222222222222341
7,stroop_saccade_degree_mean,Stage 2,-0.00012962962962973502,0.00046885144078413375
7,stroop_screen_duration_mean,Stage 2,0.0015185185185184302,0.0008717483182177605
7,stroop_saccade_latency_total,Stage 2,0.0002777777777776954,0.0008813336321696884
8,questionnaire_latency_mean,Stage 1,0.028388888888888898,0.0082755403389286
8,questionnaire_latency_sd,Stage 1,0.0012222222222222614,0.0017939083019721943
8,questionnaire_interval_mean,Stage 1,0.018296296296296335,0.009101545716565237
8,questionnaire_interval_sd,Stage 1,0.010500000000000035,0.0059582739788116845
8,social_notification_latency_mean,Stage 1,0.0029629629629630044,0.002812133225589368
8,social_notification_latency_sd,Stage 1,0.005222222222222283,0.004629481479111022
8,ambient_light_sd,Stage 1,0.0032777777777778425,0.0030407046508436997
8,fitbit_steps_active,Stage 1,0.0002777777777778249,0.002445917064838023
8,active_session_duration,Stage 1,0.00224074074074078,0.0023937647627469503
8,new_apps_added,Stage 1,0.004907407407407431,0.004293940925235242
8,scroll_interval_sd,Stage 1,-0.00042592592592587776,0.0031021144167479313
8,tap_interval_sd,Stage 1,0.006407407407407465,0.006263640807000516
8,dwell_time_sd,Stage 1,0.016740740740740785,0.009221478476628584
8,idle_interval_sd,Stage 1,0.003481481481481526,0.002467622993350348
8,session_fragmentation,Stage 1,0.0016666666666667052,0.0029779712485518695
8,pst_fixation_duration,Stage 2,-0.0010185185185184816,0.0012008513212498817
8,ast_saccade_time_max,Stage 2,-0.0002592592592592369,0.004081810835672905
8,mgst_saccade_degree_total,Stage 2,0.005851851851851878,0.003387623726601222
8,mgst_saccade_degree_mean,Stage 2,0.0026851851851852275,0.0015454921395337935
8,mgst_saccade_time_max,Stage 2,0.002833333333333369,0.0023056113335510617
8,mgst_fixation_time_max,Stage 2,0.005592592592592623,0.004870616808298369
8,mgst_fixation_mean,Stage 2,0.0028703703703704194,0.0030228326362497296
8,mgst_saccade_latency_total,Stage 2,0.002018518518518538,0.004007409118915209
8,mgst_saccade_duration,Stage 2,-0.00035185185185181064,0.0033038303413695865
8,cdt_saccade_degree_sd,Stage 2,-0.0012777777777777332,0.00450913567402323
8,stroop_saccade_degree_mean,Stage 2,-0.002648148148148107,0.0020117112534736607
8,stroop_screen_duration_mean,Stage 2,-0.002314814814814762,0.00221333097823267
8,stroop_saccade_latency_total,Stage 2,0.000703703703703747,0.0019241444752385944
9,questionnaire_latency_mean,Stage 1,0.02870370370370375,0.011258589161346033
9,questionnaire_latency_sd,Stage 1,0.007166666666666736,0.0036552853665768686
9,questionnaire_interval_mean,Stage 1,0.024981481481481552,0.011593672296187503
9,questionnaire_interval_sd,Stage 1,0.010240740740740818,0.004602922969464699
9,social_notification_latency_mean,Stage 1,0.00690740740740747,0.004591733790670967
9,social_notification_latency_sd,Stage 1,0.01909259259259264,0.00877881303474677
9,ambient_light_sd,Stage 1,0.0039074074074074965,0.0034856653347372303
9,fitbit_steps_active,Stage 1,0.003574074074074159,0.0023687060129072637
9,active_session_duration,Stage 1,-0.0017407407407406686,0.008449478681331932
9,new_apps_added,Stage 1,0.00638888888888897,0.0036900210221668087
9,scroll_interval_sd,Stage 1,0.0020740740740741465,0.003239205985790551
9,tap_interval_sd,Stage 1,0.01301851851851858,0.009427744858334622
9,dwell_time_sd,Stage 1,0.011500000000000073,0.009352658564398802
9,idle_interval_sd,Stage 1,0.009000000000000057,0.006147032473515391
9,session_fragmentation,Stage 1,0.0007962962962963874,0.0018408003567363929
9,pst_fixation_duration,Stage 2,0.0011666666666667528,0.0018666997351568155
9,ast_saccade_time_max,Stage 2,0.00029629629629638704,0.003506998685560237
9,mgst_saccade_degree_total,Stage 2,0.003148148148148248,0.002104929220501153
9,mgst_saccade_degree_mean,Stage 2,-0.0012407407407406645,0.0032510945714033764
9,mgst_saccade_time_max,Stage 2,-0.0020185185185184564,0.003844945731965023
9,mgst_fixation_time_max,Stage 2,0.005055555555555628,0.0064107516427884155
9,mgst_fixation_mean,Stage 2,0.012185185185185259,0.006819141138813326
9,mgst_saccade_latency_total,Stage 2,0.0030555555555556186,0.0032544682800740754
9,mgst_saccade_duration,Stage 2,0.007259259259259325,0.003859500952124681
9,cdt_saccade_degree_sd,Stage 2,0.008833333333333393,0.006261368261832883
9,stroop_saccade_degree_mean,Stage 2,0.00038888888888895706,0.0021949718072375914
9,stroop_screen_duration_mean,Stage 2,0.0022037037037037927,0.001794386155075143
9,stroop_saccade_latency_total,Stage 2,0.0006111111111111807,0.00099742466737002
10,questionnaire_latency_mean,Stage 1,0.005351851851851937,0.017952545662039125
10,questionnaire_latency_sd,Stage 1,0.006333333333333413,0.004091545031004876
10,questionnaire_interval_mean,Stage 1,0.017981481481481567,0.012568727385589926
10,questionnaire_interval_sd,Stage 1,0.017481481481481567,0.01326194882715591
10,social_notification_latency_mean,Stage 1,0.00809259259259268,0.0074875525422331635
10,social_notification_latency_sd,Stage 1,0.00803703703703714,0.010786683351378586
10,ambient_light_sd,Stage 1,0.012851851851851937,0.007035672382299806
10,fitbit_steps_active,Stage 1,0.002981481481481559,0.005150978438624225
10,active_session_duration,Stage 1,0.005296296296296392,0.0075205251837741054
10,new_apps_added,Stage 1,-0.003555555555555464,0.005958705634574184
10,scroll_interval_sd,Stage 1,-0.0006111111111110217,0.00593925006697181
10,tap_interval_sd,Stage 1,0.003944444444444532,0.006501582586700503
10,dwell_time_sd,Stage 1,0.01948148148148157,0.014882899108408159
10,idle_interval_sd,Stage 1,-7.407407407398204e-05,0.005312717356160323
10,session_fragmentation,Stage 1,0.0007037037037037841,0.0027176201967176504
10,pst_fixation_duration,Stage 2,-0.0008518518518517518,0.004429914520753151
10,ast_saccade_time_max,Stage 2,0.0028148148148148923,0.004259903332944964
10,mgst_saccade_degree_total,Stage 2,0.0019814814814815692,0.005395248887902605
10,mgst_saccade_degree_mean,Stage 2,-0.0017962962962962182,0.0017490934355730947
10,mgst_saccade_time_max,Stage 2,0.002185185185185275,0.0026408212548112275
10,mgst_fixation_time_max,Stage 2,0.002851851851851961,0.00658551430248678
10,mgst_fixation_mean,Stage 2,0.015814814814814903,0.007435225542992729
10,mgst_saccade_latency_total,Stage 2,0.00011111111111119139,0.005072316538005909
10,mgst_saccade_duration,Stage 2,0.004148148148148231,0.004336023223379915
10,cdt_saccade_degree_sd,Stage 2,-0.0071851851851850905,0.0049294056214234565
10,stroop_saccade_degree_mean,Stage 2,-0.0004629629629628725,0.004253014746121505
10,stroop_screen_duration_mean,Stage 2,-0.0003333333333332411,0.0038825344910346994
10,stroop_saccade_latency_total,Stage 2,0.002925925925926013,0.005159858783065655
11,questionnaire_latency_mean,Stage 1,0.016314814814814803,0.006917329781292421
11,questionnaire_latency_sd,Stage 1,0.0051851851851851555,0.004195169996931597
11,questionnaire_interval_mean,Stage 1,0.02316666666666665,0.015624285991916615
11,questionnaire_interval_sd,Stage 1,0.011037037037037019,0.006859455240780745
11,social_notification_latency_mean,Stage 1,0.003629629629629601,0.0034208671359161713
11,social_notification_latency_sd,Stage 1,0.007277777777777764,0.006428380361652068
11,ambient_light_sd,Stage 1,0.0039814814814814635,0.00285839797045057
11,fitbit_steps_active,Stage 1,-0.0015925925925926157,0.001923074812703279
11,active_session_duration,Stage 1,0.0029074074074073955,0.004831914081395303
11,new_apps_added,Stage 1,-0.000296296296296313,0.0028679201011268048
11,scroll_interval_sd,Stage 1,0.00514814814814815,0.0020434243295012955
11,tap_interval_sd,Stage 1,0.010018518518518515,0.00421754939604664
11,dwell_time_sd,Stage 1,0.02005555555555553,0.009183038130183882
11,idle_interval_sd,Stage 1,0.005851851851851845,0.00477418756868801
11,session_fragmentation,Stage 1,-0.0026851851851851867,0.0025542804118766226
11,pst_fixation_duration,Stage 2,0.0004074074074073786,0.0008105951343792335
11,ast_saccade_time_max,Stage 2,-0.0020370370370370447,0.0024525678712804897
11,mgst_saccade_degree_total,Stage 2,0.0014444444444444075,0.003658801890745131
11,mgst_saccade_degree_mean,Stage 2,0.0007962962962962727,0.0020269954519964452
11,mgst_saccade_time_max,Stage 2,-0.0010555555555555836,0.0018445225329297643
11,mgst_fixation_time_max,Stage 2,0.0027407407407407216,0.005032677852285326
11,mgst_fixation_mean,Stage 2,-0.00018518518518520672,0.002410254726447992
11,mgst_saccade_latency_total,Stage 2,-0.0006481481481481681,0.004279541082789904
11,mgst_saccade_duration,Stage 2,-0.0012037037037037216,0.0017863412577565436
11,cdt_saccade_degree_sd,Stage 2,0.004425925925925911,0.0037556085174145657
11,stroop_saccade_degree_mean,Stage 2,-0.002129629629629644,0.0014981698940874579
11,stroop_screen_duration_mean,Stage 2,-0.0018888888888889178,0.0009251848886516032
11,stroop_saccade_latency_total,Stage 2,-0.00048148148148150865,0.0024792693290636393
12,questionnaire_latency_mean,Stage 1,0.02042592592592585,0.015172318397062365
12,questionnaire_latency_sd,Stage 1,0.003851851851851769,0.0025617209578949
12,questionnaire_interval_mean,Stage 1,0.015111111111111046,0.010130222069478768
12,questionnaire_interval_sd,Stage 1,0.02088888888888882,0.010164895615826975
12,social_notification_latency_mean,Stage 1,0.014481481481481403,0.006652660183501539
12,social_notification_latency_sd,Stage 1,0.0065925925925925275,0.005125449560395573
12,ambient_light_sd,Stage 1,0.009999999999999901,0.004853830526696722
12,fitbit_steps_active,Stage 1,0.0036296296296295344,0.00251224709364617
12,active_session_duration,Stage 1,-0.00016666666666674082,0.0068765570627340195
12,new_apps_added,Stage 1,-0.0037222222222222934,0.005992364826509779
12,scroll_interval_sd,Stage 1,0.012222222222222141,0.005146016078626402
12,tap_interval_sd,Stage 1,0.010648148148148066,0.007163699261249308
12,dwell_time_sd,Stage 1,0.01664814814814807,0.006380402307666953
12,idle_interval_sd,Stage 1,0.00448148148148139,0.005441294125098343
12,session_fragmentation,Stage 1,-0.0016481481481482282,0.002191844842465593
12,pst_fixation_duration,Stage 2,0.0007777777777777069,0.0012137755265314097
12,ast_saccade_time_max,Stage 2,0.0010555555555554837,0.004148354822893716
12,mgst_saccade_degree_total,Stage 2,0.0015925925925925196,0.0037232815886999253
12,mgst_saccade_degree_mean,Stage 2,7.407407407398944e-05,0.002504043369464495
12,mgst_saccade_time_max,Stage 2,-0.0016481481481482208,0.0009987990044564403
12,mgst_fixation_time_max,Stage 2,0.010203703703703637,0.006693592743321253
12,mgst_fixation_mean,Stage 2,0.0015555555555554878,0.0013099806802835024
12,mgst_saccade_latency_total,Stage 2,0.001092592592592534,0.0009567104705992313
12,mgst_saccade_duration,Stage 2,0.002537037037036975,0.0033446823261448506
12,cdt_saccade_degree_sd,Stage 2,0.0060555555555554955,0.0033189504513875317
12,stroop_saccade_degree_mean,Stage 2,0.004240740740740653,0.0017943861550751498
12,stroop_screen_duration_mean,Stage 2,-0.0014629629629630363,0.0009884448996357316
12,stroop_saccade_latency_total,Stage 2,-0.004148148148148219,0.006693976982808117
13,questionnaire_latency_mean,Stage 1,0.0019259259259258902,0.005087168828936329
13,questionnaire_latency_sd,Stage 1,-0.0010925925925926413,0.0029062276445738174
13,questionnaire_interval_mean,Stage 1,0.023629629629629598,0.014582483808295639
13,questionnaire_interval_sd,Stage 1,0.01564814814814811,0.011240069538811211
13,social_notification_latency_mean,Stage 1,0.009759259259259212,0.005175288173788569
13,social_notification_latency_sd,Stage 1,0.007296296296296263,0.005857943383634848
13,ambient_light_sd,Stage 1,0.0032777777777777462,0.0035292720661451536
13,fitbit_steps_active,Stage 1,-0.0010740740740740977,0.001390246250305442
13,active_session_duration,Stage 1,-0.0005555555555555943,0.006222883562737697
13,new_apps_added,Stage 1,-0.0016481481481481874,0.0031865307235496975
13,scroll_interval_sd,Stage 1,0.003759259259259214,0.004795581242279515
13,tap_interval_sd,Stage 1,0.022981481481481467,0.011491169747564967
13,dwell_time_sd,Stage 1,0.023203703703703657,0.00916771411898042
13,idle_interval_sd,Stage 1,-0.0008333333333333748,0.007357354037710429
13,session_fragmentation,Stage 1,-0.0009074074074074456,0.0011956998857302107
13,pst_fixation_duration,Stage 2,0.0020555555555555214,0.0014138497775278854
13,ast_saccade_time_max,Stage 2,0.002018518518518475,0.0016196029928952876
13,mgst_saccade_degree_total,Stage 2,0.0013703703703703515,0.002903571425558469
13,mgst_saccade_degree_mean,Stage 2,0.00011111111111107667,0.003074520271053584
13,mgst_saccade_time_max,Stage 2,-0.005444444444444482,0.003422871511277624
13,mgst_fixation_time_max,Stage 2,0.0008518518518517926,0.006032718291639559
13,mgst_fixation_mean,Stage 2,0.0015185185185185004,0.0040722218011553886
13,mgst_saccade_latency_total,Stage 2,-0.003222222222222256,0.005366026340144787
13,mgst_saccade_duration,Stage 2,0.002462962962962915,0.0022756690027661915
13,cdt_saccade_degree_sd,Stage 2,-3.703703703706133e-05,0.0028106694622080427
13,stroop_saccade_degree_mean,Stage 2,0.00040740740740737486,0.0014195383627212434
13,stroop_screen_duration_mean,Stage 2,0.0004074074074073675,0.0018588755690858599
13,stroop_saccade_latency_total,Stage 2,-0.00046296296296300944,0.0027068094794977992
14,questionnaire_latency_mean,Stage 1,0.010500000000000039,0.015151735969210194
