split,feature,stage,importance_mean,importance_std
5,questionnaire_latency_mean,Stage 1,0.0055925925925925934,0.00799425376620379
5,questionnaire_latency_sd,Stage 1,-0.0025925925925926094,0.007265303606067702
5,questionnaire_interval_mean,Stage 1,0.040592592592592576,0.020677283878379804
5,questionnaire_interval_sd,Stage 1,0.021037037037037035,0.010146796341432736
5,social_notification_latency_mean,Stage 1,-0.002370370370370397,0.005201561441203174
5,social_notification_latency_sd,Stage 1,0.016592592592592586,0.008677739049248873
5,ambient_light_sd,Stage 1,-0.008407407407407442,0.007221842345185226
5,fitbit_steps_active,Stage 1,-0.0009629629629629655,0.0010631629699561045
5,active_session_duration,Stage 1,0.012814814814814798,0.01054378811263108
5,new_apps_added,Stage 1,0.005703703703703693,0.007396658868317925
5,scroll_interval_sd,Stage 1,-0.007777777777777805,0.013024194010748993
5,tap_interval_sd,Stage 1,0.008074074074074074,0.00419615082615364
5,dwell_time_sd,Stage 1,0.04137037037037034,0.02072489474045028
5,idle_interval_sd,Stage 1,-0.0004444444444444806,0.011362344857397896
5,session_fragmentation,Stage 1,-7.407407407407085e-05,0.000637209279040167
5,pst_fixation_duration,Stage 2,0.0008888888888888725,0.0014458682441439161
5,ast_saccade_time_max,Stage 2,0.0003333333333333151,0.004227579447336137
5,mgst_saccade_degree_total,Stage 2,-0.0028888888888888814,0.009612235001725419
5,mgst_saccade_degree_mean,Stage 2,0.0007037037037036694,0.0017797057447013235
5,mgst_saccade_time_max,Stage 2,-0.02581481481481485,0.009129535721851961
5,mgst_fixation_time_max,Stage 2,0.0028148148148148034,0.0037376224626793782
5,mgst_fixation_mean,Stage 2,0.008185185185185174,0.009662976449034489
5,mgst_saccade_latency_total,Stage 2,-0.004000000000000015,0.0046134532204503715
5,mgst_saccade_duration,Stage 2,-0.0226666666666667,0.010072167575590756
5,cdt_saccade_degree_sd,Stage 2,0.0039259259259259065,0.0022903147901837595
5,stroop_saccade_degree_mean,Stage 2,0.0002962962962962723,0.001543160493036995
5,stroop_screen_duration_mean,Stage 2,0.0,0.0007027283689262758
5,stroop_saccade_latency_total,Stage 2,0.004148148148148134,0.006806758523057848
6,questionnaire_latency_mean,Stage 1,0.018925925925926054,0.01291148508839818
6,questionnaire_latency_sd,Stage 1,0.005629629629629785,0.008456781112007448
6,questionnaire_interval_mean,Stage 1,0.04644444444444458,0.021334876487397587
6,questionnaire_interval_sd,Stage 1,0.01937037037037049,0.012664338100888158
6,social_notification_latency_mean,Stage 1,0.019222222222222345,0.007971915725170331
6,social_notification_latency_sd,Stage 1,0.0179629629629631,0.008230643001914586
6,ambient_light_sd,Stage 1,0.008296296296296423,0.007642922616248973
6,fitbit_steps_active,Stage 1,-0.0002592592592592036,0.0008927385772736185
6,active_session_duration,Stage 1,0.005037037037037199,0.0035105172180956456
6,new_apps_added,Stage 1,-0.0015925925925924678,0.0017611101374768404
6,scroll_interval_sd,Stage 1,0.00781481481481493,0.004683245096777263
6,tap_interval_sd,Stage 1,0.025481481481481598,0.0069266190978139
6,dwell_time_sd,Stage 1,0.03633333333333345,0.011643362969287183
6,idle_interval_sd,Stage 1,0.010222222222222355,0.009359750972734523
6,session_fragmentation,Stage 1,0.0002592592592593923,0.003004568994423252
6,pst_fixation_duration,Stage 2,0.002037037037037119,0.0010766253224999383
6,ast_saccade_time_max,Stage 2,0.00018518518518519564,0.00041408666249998443
6,mgst_saccade_degree_total,Stage 2,0.0035185185185186577,0.0033589550272624317
6,mgst_saccade_degree_mean,Stage 2,0.0,0.0
6,mgst_saccade_time_max,Stage 2,0.00522222222222235,0.005767440895717691
6,mgst_fixation_time_max,Stage 2,0.004148148148148267,0.01299234764750735
6,mgst_fixation_mean,Stage 2,0.0063333333333334945,0.002941822732194154
6,mgst_saccade_latency_total,Stage 2,-0.00014814814814802327,0.005800052031364005
6,mgst_saccade_duration,Stage 2,0.014222222222222358,0.007305221087963931
6,cdt_saccade_degree_sd,Stage 2,-0.006370370370370237,0.004005483210250623
6,stroop_saccade_degree_mean,Stage 2,0.0,0.0
6,stroop_screen_duration_mean,Stage 2,-0.00022222222222216813,0.001295767087743402
6,stroop_saccade_latency_total,Stage 2,0.014444444444444563,0.00592129448643299
7,questionnaire_latency_mean,Stage 1,0.014407407407407473,0.009940081117376647
7,questionnaire_latency_sd,Stage 1,0.003370370370370453,0.003800404281432666
7,questionnaire_interval_mean,Stage 1,0.029666666666666754,0.00990552076186741
7,questionnaire_interval_sd,Stage 1,0.01459259259259268,0.007829107519646428
7,social_notification_latency_mean,Stage 1,0.0041111111111111764,0.0040383959656413795
7,social_notification_latency_sd,Stage 1,0.00625925925925935,0.009781494804147596
7,ambient_light_sd,Stage 1,0.0010370370370371177,0.0016956330581125692
7,fitbit_steps_active,Stage 1,-0.0008518518518517852,0.0013663604996812454
7,active_session_duration,Stage 1,0.006037037037037104,0.003072288638131937
7,new_apps_added,Stage 1,0.004333333333333385,0.0033744379199683355
7,scroll_interval_sd,Stage 1,0.009037037037037121,0.006157957368923227
7,tap_interval_sd,Stage 1,0.002629629629629726,0.010511539155536733
7,dwell_time_sd,Stage 1,0.024407407407407496,0.018778508277119747
7,idle_interval_sd,Stage 1,-0.0018888888888888105,0.004178624815629467
7,session_fragmentation,Stage 1,0.002962962962963012,0.001821981314999826
7,pst_fixation_duration,Stage 2,0.0001481481481481565,0.00037770514915504236
7,ast_saccade_time_max,Stage 2,0.0,0.0
7,mgst_saccade_degree_total,Stage 2,0.00200000000000005,0.0011967032904743454
7,mgst_saccade_degree_mean,Stage 2,0.0001481481481481565,0.00037770514915504236
7,mgst_saccade_time_max,Stage 2,0.0008518518518518851,0.0018072404294453136
7,mgst_fixation_time_max,Stage 2,0.007777777777777861,0.003008903112828142
7,mgst_fixation_mean,Stage 2,0.00514814814814822,0.0039595000446478535
7,mgst_saccade_latency_total,Stage 2,0.0,0.0
7,mgst_saccade_duration,Stage 2,0.003962962962963049,0.004281103405067855
7,cdt_saccade_degree_sd,Stage 2,-3.7037037037020624e-05,0.000607452572846547
7,stroop_saccade_degree_mean,Stage 2,3.7037037037090935e-05,0.0020180937371593135
7,stroop_screen_duration_mean,Stage 2,0.0,0.0
7,stroop_saccade_latency_total,Stage 2,0.0009629629629630284,0.0008478165290563163
8,questionnaire_latency_mean,Stage 1,0.02744444444444446,0.00908646168804066
8,questionnaire_latency_sd,Stage 1,0.008666666666666675,0.0059448771043654185
8,questionnaire_interval_mean,Stage 1,0.04811111111111114,0.018729501826880688
8,questionnaire_interval_sd,Stage 1,0.01851851851851853,0.010241259781903723
8,social_notification_latency_mean,Stage 1,0.001518518518518545,0.0032136966821533467
8,social_notification_latency_sd,Stage 1,0.01633333333333333,0.009678579292403488
8,ambient_light_sd,Stage 1,0.0016296296296296365,0.006368216690207947
8,fitbit_steps_active,Stage 1,0.0014074074074074275,0.002765652548532489
8,active_session_duration,Stage 1,0.0045555555555555575,0.0039684973470339524
8,new_apps_added,Stage 1,0.0004444444444444399,0.0016629588385661716
8,scroll_interval_sd,Stage 1,0.007037037037037031,0.007455400083013998
8,tap_interval_sd,Stage 1,0.0187777777777778,0.014772207248609968
8,dwell_time_sd,Stage 1,0.009962962962962991,0.004458157855859762
8,idle_interval_sd,Stage 1,0.007222222222222241,0.005357583756107208
8,session_fragmentation,Stage 1,0.0,0.0
8,pst_fixation_duration,Stage 2,-0.0004814814814814605,0.0005505951387895504
8,ast_saccade_time_max,Stage 2,-0.0027777777777777605,0.002513338900344211
8,mgst_saccade_degree_total,Stage 2,0.00414814814814816,0.002580926131879161
8,mgst_saccade_degree_mean,Stage 2,0.0008888888888889131,0.0027725877440315364
8,mgst_saccade_time_max,Stage 2,0.0026296296296296337,0.001976889799271507
8,mgst_fixation_time_max,Stage 2,0.008962962962962976,0.010093934671216004
8,mgst_fixation_mean,Stage 2,0.00755555555555556,0.007516237566794579
8,mgst_saccade_latency_total,Stage 2,1.850371707708594e-17,0.0022036258934286664
8,mgst_saccade_duration,Stage 2,0.0034444444444444795,0.0060065122409274805
8,cdt_saccade_degree_sd,Stage 2,0.003074074074074081,0.006738400082014652
8,stroop_saccade_degree_mean,Stage 2,-0.000592592592592578,0.001173554038352176
8,stroop_screen_duration_mean,Stage 2,0.0,0.0
8,stroop_saccade_latency_total,Stage 2,0.0020000000000000018,0.0032508308529617205
9,questionnaire_latency_mean,Stage 1,0.015407407407407354,0.012062025344791026
9,questionnaire_latency_sd,Stage 1,0.0029999999999999433,0.004645011484080826
9,questionnaire_interval_mean,Stage 1,0.030481481481481436,0.022499535127037285
9,questionnaire_interval_sd,Stage 1,0.01570370370370364,0.005395725585622032
9,social_notification_latency_mean,Stage 1,0.0017037037037036776,0.006895655776436758
9,social_notification_latency_sd,Stage 1,0.009444444444444403,0.010923414651761632
9,ambient_light_sd,Stage 1,-0.004074074074074127,0.006241592424575078
9,fitbit_steps_active,Stage 1,-0.0007777777777778143,0.0015752718754175347
9,active_session_duration,Stage 1,-0.005814814814814843,0.014795403950285573
9,new_apps_added,Stage 1,0.0007407407407406936,0.0013857990321384623
9,scroll_interval_sd,Stage 1,0.001148148148148087,0.004031596742087352
9,tap_interval_sd,Stage 1,0.01692592592592587,0.014599406192708601
9,dwell_time_sd,Stage 1,0.0076296296296295895,0.006322819950480977
9,idle_interval_sd,Stage 1,-0.0030000000000000655,0.007178786765454744
9,session_fragmentation,Stage 1,-0.0005185185185185478,0.00055431961285543
9,pst_fixation_duration,Stage 2,-0.0013333333333333567,0.0018234864629764799
9,ast_saccade_time_max,Stage 2,-0.01148148148148154,0.007758353169052546
9,mgst_saccade_degree_total,Stage 2,0.001740740740740676,0.00225317943322298
9,mgst_saccade_degree_mean,Stage 2,0.0,0.0
9,mgst_saccade_time_max,Stage 2,0.001925925925925868,0.00586496421239038
9,mgst_fixation_time_max,Stage 2,0.00040740740740737117,0.003980232362195005
9,mgst_fixation_mean,Stage 2,0.0017777777777777523,0.006552102040739559
9,mgst_saccade_latency_total,Stage 2,-0.005629629629629674,0.006420987535635342
9,mgst_saccade_duration,Stage 2,0.0035185185185184617,0.005844932618207467
9,cdt_saccade_degree_sd,Stage 2,0.008296296296296243,0.0030460570659188346
9,stroop_saccade_degree_mean,Stage 2,-0.0018888888888889028,0.0013193713430042328
9,stroop_screen_duration_mean,Stage 2,-0.0007037037037037434,0.0005354382331408065
9,stroop_saccade_latency_total,Stage 2,-0.0031481481481482,0.00525938966974465
10,questionnaire_latency_mean,Stage 1,0.019333333333333338,0.026957671438436883
10,questionnaire_latency_sd,Stage 1,-0.0008518518518518222,0.002121481998758466
10,questionnaire_interval_mean,Stage 1,0.021666666666666706,0.018232043423802136
10,questionnaire_interval_sd,Stage 1,0.017407407407407427,0.013530436147144758
10,social_notification_latency_mean,Stage 1,0.002481481481481492,0.001589143552068508
10,social_notification_latency_sd,Stage 1,0.0142962962962963,0.019684200874314318
10,ambient_light_sd,Stage 1,0.0024074074074074176,0.002050460820098742
10,fitbit_steps_active,Stage 1,0.00033333333333334845,0.00214974397939724
10,active_session_duration,Stage 1,0.003000000000000032,0.0033104150399346517
10,new_apps_added,Stage 1,-0.00355555555555553,0.002556360581738877
10,scroll_interval_sd,Stage 1,0.015740740740740767,0.01164666127235041
10,tap_interval_sd,Stage 1,0.006851851851851861,0.012097285119820618
10,dwell_time_sd,Stage 1,0.024111111111111132,0.01868550636584807
10,idle_interval_sd,Stage 1,0.0035925925925926064,0.011009473411616805
10,session_fragmentation,Stage 1,0.0007037037037037249,0.0019348085757939148
10,pst_fixation_duration,Stage 2,-0.0019259259259259013,0.003650732305289363
10,ast_saccade_time_max,Stage 2,0.00048148148148150123,0.001614831804191983
10,mgst_saccade_degree_total,Stage 2,0.0023703703703703747,0.005129863612794297
10,mgst_saccade_degree_mean,Stage 2,0.0001481481481481713,0.001241707749202964
10,mgst_saccade_time_max,Stage 2,-0.0008888888888888687,0.004239729784075315
10,mgst_fixation_time_max,Stage 2,0.011703703703703713,0.00490849044652721
10,mgst_fixation_mean,Stage 2,0.002037037037037048,0.0053293452167182485
10,mgst_saccade_latency_total,Stage 2,0.00033333333333333733,0.00669838135352128
10,mgst_saccade_duration,Stage 2,0.004629629629629639,0.00522012040708563
10,cdt_saccade_degree_sd,Stage 2,-0.001592592592592564,0.009330172892303446
10,stroop_saccade_degree_mean,Stage 2,0.0008888888888888798,0.005910164223798136
10,stroop_screen_duration_mean,Stage 2,0.0006296296296296503,0.00113613790001319
10,stroop_saccade_latency_total,Stage 2,0.0007407407407407418,0.006619172385782266
11,questionnaire_latency_mean,Stage 1,0.018296296296296196,0.009689557118195658
11,questionnaire_latency_sd,Stage 1,0.0026296296296295374,0.005439403057702448
11,questionnaire_interval_mean,Stage 1,0.031703703703703616,0.018996931381684755
11,questionnaire_interval_sd,Stage 1,0.014444444444444352,0.005773502691896252
11,social_notification_latency_mean,Stage 1,0.005111111111111022,0.004365973934308566
11,social_notification_latency_sd,Stage 1,0.012925925925925822,0.0128058735666573
11,ambient_light_sd,Stage 1,0.0034814814814814075,0.0030595372486019964
11,fitbit_steps_active,Stage 1,-0.0004074074074074193,0.0006074525728465668
11,active_session_duration,Stage 1,0.006851851851851753,0.004653272960566769
11,new_apps_added,Stage 1,0.004148148148148123,0.0029942789528011344
11,scroll_interval_sd,Stage 1,0.0008518518518518,0.0014819443721290528
11,tap_interval_sd,Stage 1,0.005592592592592494,0.0055368821977606845
11,dwell_time_sd,Stage 1,0.017777777777777677,0.018380970657300086
11,idle_interval_sd,Stage 1,0.0021111111111110376,0.0051826713483035585
11,session_fragmentation,Stage 1,-0.00211111111111116,0.0017533037597844037
11,pst_fixation_duration,Stage 2,-0.00037037037037038016,0.0013557781642757729
11,ast_saccade_time_max,Stage 2,-0.000555555555555598,0.0019191476160046836
11,mgst_saccade_degree_total,Stage 2,0.002185185185185112,0.004540474887994096
11,mgst_saccade_degree_mean,Stage 2,-0.0007777777777778216,0.0005091750772173442
11,mgst_saccade_time_max,Stage 2,-0.0005185185185185515,0.001940118644993898
11,mgst_fixation_time_max,Stage 2,0.004481481481481387,0.004656809106699719
11,mgst_fixation_mean,Stage 2,0.004037037037036947,0.006718828854770598
11,mgst_saccade_latency_total,Stage 2,-0.002222222222222314,0.004791968589521757
11,mgst_saccade_duration,Stage 2,-0.005962962962963059,0.006557647709676479
11,cdt_saccade_degree_sd,Stage 2,0.0034444444444443685,0.0026348409499011003
11,stroop_saccade_degree_mean,Stage 2,-0.0007777777777778068,0.0015221275991136748
11,stroop_screen_duration_mean,Stage 2,-0.00022222222222221256,0.00044444444444442506
11,stroop_saccade_latency_total,Stage 2,0.007148148148148033,0.004144343493292737
12,questionnaire_latency_mean,Stage 1,0.026370370370370353,0.015936947090922877
12,questionnaire_latency_sd,Stage 1,0.007444444444444443,0.0038612776409598106
12,questionnaire_interval_mean,Stage 1,0.02125925925925924,0.015430004796207096
12,questionnaire_interval_sd,Stage 1,0.019999999999999973,0.007552286874651749
12,social_notification_latency_mean,Stage 1,0.010444444444444426,0.007289430874158546
12,social_notification_latency_sd,Stage 1,0.016481481481481493,0.005100498913168924
12,ambient_light_sd,Stage 1,0.0033333333333333106,0.004696553328636272
12,fitbit_steps_active,Stage 1,0.004074074074074071,0.002873654035743833
12,active_session_duration,Stage 1,-0.0009259259259259448,0.008094520492453133
12,new_apps_added,Stage 1,-0.0010740740740740903,0.00681008289824235
12,scroll_interval_sd,Stage 1,0.004629629629629617,0.004986263710309733
12,tap_interval_sd,Stage 1,0.013518518518518496,0.011794130273840627
12,dwell_time_sd,Stage 1,0.01562962962962962,0.007073589279490622
12,idle_interval_sd,Stage 1,0.002703703703703686,0.005835067349563066
12,session_fragmentation,Stage 1,-0.0007777777777777772,0.0022977892398883
12,pst_fixation_duration,Stage 2,0.0,0.0
12,ast_saccade_time_max,Stage 2,0.0007777777777777847,0.0013193713430042064
12,mgst_saccade_degree_total,Stage 2,0.0027407407407407363,0.004632443589260622
12,mgst_saccade_degree_mean,Stage 2,0.0,0.0
12,mgst_saccade_time_max,Stage 2,0.0010740740740740717,0.0030561727771668485
12,mgst_fixation_time_max,Stage 2,0.007999999999999959,0.006662961933584452
12,mgst_fixation_mean,Stage 2,0.005629629629629622,0.0033448361199631457
12,mgst_saccade_latency_total,Stage 2,0.001555555555555558,0.0030711722135744893
12,mgst_saccade_duration,Stage 2,0.00544444444444443,0.004121108964180665
12,cdt_saccade_degree_sd,Stage 2,0.0031851851851851945,0.0018754057631366345
12,stroop_saccade_degree_mean,Stage 2,0.0015925925925925973,0.0034864031405892493
12,stroop_screen_duration_mean,Stage 2,0.0028518518518518316,0.0029352874149740174
12,stroop_saccade_latency_total,Stage 2,-0.006481481481481495,0.00984690769840212
13,questionnaire_latency_mean,Stage 1,0.01025925925925922,0.005785488681753168
13,questionnaire_latency_sd,Stage 1,0.0008518518518518222,0.005089190783001628
13,questionnaire_interval_mean,Stage 1,0.03403703703703701,0.02330065318735671
13,questionnaire_interval_sd,Stage 1,0.016148148148148085,0.01892530983993982
13,social_notification_latency_mean,Stage 1,0.01674074074074069,0.010359518131274652
13,social_notification_latency_sd,Stage 1,0.011925925925925885,0.006132510232835325
13,ambient_light_sd,Stage 1,0.0037407407407407,0.00297428392783907
13,fitbit_steps_active,Stage 1,-0.0008148148148148534,0.0018129241852622828
13,active_session_duration,Stage 1,0.008518518518518488,0.004160695309624771
13,new_apps_added,Stage 1,-0.00014814814814818612,0.0030189161292318353
13,scroll_interval_sd,Stage 1,0.011222222222222192,0.009429617991904608
13,tap_interval_sd,Stage 1,0.022370370370370325,0.010990955253920838
13,dwell_time_sd,Stage 1,0.0322592592592592,0.011405302836165133
13,idle_interval_sd,Stage 1,0.003555555555555534,0.0020568064262095833
13,session_fragmentation,Stage 1,-0.0011481481481482017,0.0009721781295115813
13,pst_fixation_duration,Stage 2,0.0032962962962962638,0.0034244741668781505
13,ast_saccade_time_max,Stage 2,0.0009999999999999712,0.0008772384653575389
13,mgst_saccade_degree_total,Stage 2,0.0021111111111110897,0.0014156677669345495
13,mgst_saccade_degree_mean,Stage 2,0.0018888888888888436,0.0011529172160202395
13,mgst_saccade_time_max,Stage 2,-0.003222222222222267,0.00454832307541515
13,mgst_fixation_time_max,Stage 2,0.004370370370370335,0.009553545582460944
13,mgst_fixation_mean,Stage 2,0.003444444444444402,0.003067820502204275
13,mgst_saccade_latency_total,Stage 2,-0.003259259259259273,0.008378560398327515
13,mgst_saccade_duration,Stage 2,0.009185185185185159,0.003783583048628785
13,cdt_saccade_degree_sd,Stage 2,-3.7037037037072436e-05,0.002249523650231154
13,stroop_saccade_degree_mean,Stage 2,0.0008148148148147942,0.001280860478947469
13,stroop_screen_duration_mean,Stage 2,0.000259259259259248,0.0004699473163129249
13,stroop_saccade_latency_total,Stage 2,0.006333333333333302,0.006154057846944499
14,questionnaire_latency_mean,Stage 1,0.009518518518518475,0.013458313426070451
14,questionnaire_latency_sd,Stage 1,-0.0036666666666667477,0.00577457176008282
14,questionnaire_interval_mean,Stage 1,0.042037037037037,0.016975129067512564
14,questionnaire_interval_sd,Stage 1,0.0206666666666666,0.007663713870445964
14,social_notification_latency_mean,Stage 1,0.0044444444444443915,0.004817662975261957
14,social_notification_latency_sd,Stage 1,0.0058888888888888324,0.00811516894945443
14,ambient_light_sd,Stage 1,0.00874074074074069,0.006496173823753671
14,fitbit_steps_active,Stage 1,7.407407407404865e-05,0.000904189304869162
