split,feature,stage,coefficient,absolute_coefficient
2,social_notification_latency_sd,Stage 1,0.9833562675663885,0.9833562675663885
2,ambient_light_sd,Stage 1,0.7123476940612163,0.7123476940612163
2,fitbit_steps_active,Stage 1,0.7359539356755396,0.7359539356755396
2,active_session_duration,Stage 1,0.3876343895481522,0.3876343895481522
2,new_apps_added,Stage 1,-0.12815481828035616,0.12815481828035616
2,scroll_interval_sd,Stage 1,0.5580615642930559,0.5580615642930559
2,tap_interval_sd,Stage 1,0.8205330397748681,0.8205330397748681
2,dwell_time_sd,Stage 1,0.8410993933891733,0.8410993933891733
2,idle_interval_sd,Stage 1,0.5645228874381996,0.5645228874381996
2,session_fragmentation,Stage 1,-0.22988187120225825,0.22988187120225825
2,pst_fixation_duration,Stage 2,-0.6458181750604537,0.6458181750604537
2,ast_saccade_time_max,Stage 2,0.32918492003627375,0.32918492003627375
2,mgst_saccade_degree_total,Stage 2,-0.24672721649291854,0.24672721649291854
2,mgst_saccade_degree_mean,Stage 2,0.4130988199050424,0.4130988199050424
2,mgst_saccade_time_max,Stage 2,0.21733645338717325,0.21733645338717325
2,mgst_fixation_time_max,Stage 2,-0.21689526317566568,0.21689526317566568
2,mgst_fixation_mean,Stage 2,-0.6414684188441686,0.6414684188441686
2,mgst_saccade_latency_total,Stage 2,-0.7318399151509718,0.7318399151509718
2,mgst_saccade_duration,Stage 2,0.4003074311387195,0.4003074311387195
2,cdt_saccade_degree_sd,Stage 2,-0.1116751259750065,0.1116751259750065
2,stroop_saccade_degree_mean,Stage 2,0.5430725123619385,0.5430725123619385
2,stroop_screen_duration_mean,Stage 2,0.5491072510723718,0.5491072510723718
2,stroop_saccade_latency_total,Stage 2,0.862032217116945,0.862032217116945
3,questionnaire_latency_mean,Stage 1,0.5634985819172027,0.5634985819172027
3,questionnaire_latency_sd,Stage 1,0.6723144171515449,0.6723144171515449
3,questionnaire_interval_mean,Stage 1,0.840435693081019,0.840435693081019
3,questionnaire_interval_sd,Stage 1,1.2709162273577501,1.2709162273577501
3,social_notification_latency_mean,Stage 1,1.0004138460690357,1.0004138460690357
3,social_notification_latency_sd,Stage 1,0.7803581573372599,0.7803581573372599
3,ambient_light_sd,Stage 1,0.7960755287649918,0.7960755287649918
3,fitbit_steps_active,Stage 1,0.5229814532380073,0.5229814532380073
3,active_session_duration,Stage 1,0.4442516666179366,0.4442516666179366
3,new_apps_added,Stage 1,-0.2714955784813161,0.2714955784813161
3,scroll_interval_sd,Stage 1,0.4611290151043059,0.4611290151043059
3,tap_interval_sd,Stage 1,0.46674933380915173,0.46674933380915173
3,dwell_time_sd,Stage 1,0.8856899966158281,0.8856899966158281
3,idle_interval_sd,Stage 1,0.5825680532073655,0.5825680532073655
3,session_fragmentation,Stage 1,-0.22898430739750242,0.22898430739750242
3,pst_fixation_duration,Stage 2,-0.6191075118318075,0.6191075118318075
3,ast_saccade_time_max,Stage 2,0.2592308829225161,0.2592308829225161
3,mgst_saccade_degree_total,Stage 2,-0.06777756064247609,0.06777756064247609
3,mgst_saccade_degree_mean,Stage 2,-0.2645015721508917,0.2645015721508917
3,mgst_saccade_time_max,Stage 2,0.15207002782163537,0.15207002782163537
3,mgst_fixation_time_max,Stage 2,-0.3426952998151543,0.3426952998151543
3,mgst_fixation_mean,Stage 2,-0.2223330381395756,0.2223330381395756
3,mgst_saccade_latency_total,Stage 2,-0.5856689286831078,0.5856689286831078
3,mgst_saccade_duration,Stage 2,0.4783240658605491,0.4783240658605491
3,cdt_saccade_degree_sd,Stage 2,-0.5112074094478584,0.5112074094478584
3,stroop_saccade_degree_mean,Stage 2,0.41502730708312374,0.41502730708312374
3,stroop_screen_duration_mean,Stage 2,0.2484688280234304,0.2484688280234304
3,stroop_saccade_latency_total,Stage 2,0.877326443691963,0.877326443691963
4,questionnaire_latency_mean,Stage 1,0.46609761402431876,0.46609761402431876
4,questionnaire_latency_sd,Stage 1,0.3113361711444188,0.3113361711444188
4,questionnaire_interval_mean,Stage 1,0.891415178442146,0.891415178442146
4,questionnaire_interval_sd,Stage 1,0.8086191843210856,0.8086191843210856
4,social_notification_latency_mean,Stage 1,1.1649430050731748,1.1649430050731748
4,social_notification_latency_sd,Stage 1,1.0169870165297727,1.0169870165297727
4,ambient_light_sd,Stage 1,0.3271897453044928,0.3271897453044928
4,fitbit_steps_active,Stage 1,0.4152309720654269,0.4152309720654269
4,active_session_duration,Stage 1,0.563646102157725,0.563646102157725
4,new_apps_added,Stage 1,-0.06894825335031692,0.06894825335031692
4,scroll_interval_sd,Stage 1,0.468015996863249,0.468015996863249
4,tap_interval_sd,Stage 1,1.0553702534961074,1.0553702534961074
4,dwell_time_sd,Stage 1,1.0979676510186136,1.0979676510186136
4,idle_interval_sd,Stage 1,0.8280571442219239,0.8280571442219239
4,session_fragmentation,Stage 1,0.03400009620029822,0.03400009620029822
4,pst_fixation_duration,Stage 2,-0.5284037881834368,0.5284037881834368
4,ast_saccade_time_max,Stage 2,0.15367098558934172,0.15367098558934172
4,mgst_saccade_degree_total,Stage 2,0.13968959823872454,0.13968959823872454
4,mgst_saccade_degree_mean,Stage 2,0.303892335144889,0.303892335144889
4,mgst_saccade_time_max,Stage 2,0.18974682232362838,0.18974682232362838
4,mgst_fixation_time_max,Stage 2,-0.5464584294646995,0.5464584294646995
4,mgst_fixation_mean,Stage 2,-0.38226131351919046,0.38226131351919046
4,mgst_saccade_latency_total,Stage 2,-0.687573078968145,0.687573078968145
4,mgst_saccade_duration,Stage 2,0.30853018917789077,0.30853018917789077
4,cdt_saccade_degree_sd,Stage 2,-0.2990122393066505,0.2990122393066505
4,stroop_saccade_degree_mean,Stage 2,0.4926393211564185,0.4926393211564185
4,stroop_screen_duration_mean,Stage 2,0.11077483418902614,0.11077483418902614
4,stroop_saccade_latency_total,Stage 2,0.8316276567662115,0.8316276567662115
5,questionnaire_latency_mean,Stage 1,0.22646556220144382,0.22646556220144382
5,questionnaire_latency_sd,Stage 1,0.7441721243492517,0.7441721243492517
5,questionnaire_interval_mean,Stage 1,0.6489530765529188,0.6489530765529188
5,questionnaire_interval_sd,Stage 1,0.9072945469274011,0.9072945469274011
5,social_notification_latency_mean,Stage 1,1.4244460666231016,1.4244460666231016
5,social_notification_latency_sd,Stage 1,1.0673160674247837,1.0673160674247837
5,ambient_light_sd,Stage 1,0.4804116696963062,0.4804116696963062
5,fitbit_steps_active,Stage 1,0.41348119688971874,0.41348119688971874
5,active_session_duration,Stage 1,0.4572268081947091,0.4572268081947091
5,new_apps_added,Stage 1,-0.5301686035201977,0.5301686035201977
5,scroll_interval_sd,Stage 1,0.6308057135004744,0.6308057135004744
5,tap_interval_sd,Stage 1,0.8674219889199978,0.8674219889199978
5,dwell_time_sd,Stage 1,0.9837246311334175,0.9837246311334175
5,idle_interval_sd,Stage 1,0.24448371764045332,0.24448371764045332
5,session_fragmentation,Stage 1,-0.21221949405088142,0.21221949405088142
5,pst_fixation_duration,Stage 2,-0.3218132309246922,0.3218132309246922
5,ast_saccade_time_max,Stage 2,0.3038404854274739,0.3038404854274739
5,mgst_saccade_degree_total,Stage 2,0.6541026375626547,0.6541026375626547
5,mgst_saccade_degree_mean,Stage 2,0.19355959834767414,0.19355959834767414
5,mgst_saccade_time_max,Stage 2,0.5899058142683172,0.5899058142683172
5,mgst_fixation_time_max,Stage 2,-0.49168195807515613,0.49168195807515613
5,mgst_fixation_mean,Stage 2,-0.4403254678733283,0.4403254678733283
5,mgst_saccade_latency_total,Stage 2,-0.8607125562962837,0.8607125562962837
5,mgst_saccade_duration,Stage 2,0.6360422456379795,0.6360422456379795
5,cdt_saccade_degree_sd,Stage 2,-0.026418670927363472,0.026418670927363472
5,stroop_saccade_degree_mean,Stage 2,0.05414125885042807,0.05414125885042807
5,stroop_screen_duration_mean,Stage 2,-0.1199586409653937,0.1199586409653937
5,stroop_saccade_latency_total,Stage 2,0.7138623871429228,0.7138623871429228
6,questionnaire_latency_mean,Stage 1,0.6048136291956735,0.6048136291956735
6,questionnaire_latency_sd,Stage 1,0.526679910061864,0.526679910061864
6,questionnaire_interval_mean,Stage 1,0.9709930485781598,0.9709930485781598
6,questionnaire_interval_sd,Stage 1,1.3692193618914317,1.3692193618914317
6,social_notification_latency_mean,Stage 1,1.0957615442123156,1.0957615442123156
6,social_notification_latency_sd,Stage 1,0.9136875092856444,0.9136875092856444
6,ambient_light_sd,Stage 1,0.8130452165953747,0.8130452165953747
6,fitbit_steps_active,Stage 1,0.46320988578399896,0.46320988578399896
6,active_session_duration,Stage 1,0.22055867395951598,0.22055867395951598
6,new_apps_added,Stage 1,0.23402105894422157,0.23402105894422157
6,scroll_interval_sd,Stage 1,0.6972048309492671,0.6972048309492671
6,tap_interval_sd,Stage 1,0.46971362359142926,0.46971362359142926
6,dwell_time_sd,Stage 1,1.1298589500837513,1.1298589500837513
6,idle_interval_sd,Stage 1,0.24903469743294937,0.24903469743294937
6,session_fragmentation,Stage 1,0.23441807295116265,0.23441807295116265
6,pst_fixation_duration,Stage 2,-0.051928324666214276,0.051928324666214276
6,ast_saccade_time_max,Stage 2,-0.15323798509284567,0.15323798509284567
6,mgst_saccade_degree_total,Stage 2,0.8603653946445756,0.8603653946445756
6,mgst_saccade_degree_mean,Stage 2,0.2580064049692533,0.2580064049692533
6,mgst_saccade_time_max,Stage 2,0.3875342928926943,0.3875342928926943
6,mgst_fixation_time_max,Stage 2,-0.7491312581174125,0.7491312581174125
6,mgst_fixation_mean,Stage 2,-0.20342032740115254,0.20342032740115254
6,mgst_saccade_latency_total,Stage 2,-0.6394567968088954,0.6394567968088954
6,mgst_saccade_duration,Stage 2,0.8627508779868326,0.8627508779868326
6,cdt_saccade_degree_sd,Stage 2,-0.5692750367051562,0.5692750367051562
6,stroop_saccade_degree_mean,Stage 2,0.0655602336574959,0.0655602336574959
6,stroop_screen_duration_mean,Stage 2,-0.002639288352859315,0.002639288352859315
6,stroop_saccade_latency_total,Stage 2,0.7174063209172289,0.7174063209172289
7,questionnaire_latency_mean,Stage 1,0.4700981804685308,0.4700981804685308
7,questionnaire_latency_sd,Stage 1,0.6629175196708216,0.6629175196708216
7,questionnaire_interval_mean,Stage 1,0.39814988775390714,0.39814988775390714
7,questionnaire_interval_sd,Stage 1,1.1223190823141098,1.1223190823141098
7,social_notification_latency_mean,Stage 1,1.0470899268522205,1.0470899268522205
7,social_notification_latency_sd,Stage 1,0.9751526823455027,0.9751526823455027
7,ambient_light_sd,Stage 1,0.3495308552991727,0.3495308552991727
7,fitbit_steps_active,Stage 1,0.8579885172923857,0.8579885172923857
7,active_session_duration,Stage 1,0.19503231123896717,0.19503231123896717
7,new_apps_added,Stage 1,-0.19881858182619103,0.19881858182619103
7,scroll_interval_sd,Stage 1,0.8136352946872704,0.8136352946872704
7,tap_interval_sd,Stage 1,1.071624379109829,1.071624379109829
7,dwell_time_sd,Stage 1,1.1961289800451131,1.1961289800451131
7,idle_interval_sd,Stage 1,0.5570601725185523,0.5570601725185523
7,session_fragmentation,Stage 1,-0.035131529499597546,0.035131529499597546
7,pst_fixation_duration,Stage 2,-0.2829979967125958,0.2829979967125958
7,ast_saccade_time_max,Stage 2,0.2905504377854351,0.2905504377854351
7,mgst_saccade_degree_total,Stage 2,0.13260938028194205,0.13260938028194205
7,mgst_saccade_degree_mean,Stage 2,-0.1310508523963238,0.1310508523963238
7,mgst_saccade_time_max,Stage 2,0.09827146843136816,0.09827146843136816
7,mgst_fixation_time_max,Stage 2,-0.32185224146137026,0.32185224146137026
7,mgst_fixation_mean,Stage 2,-0.6163809848522588,0.6163809848522588
7,mgst_saccade_latency_total,Stage 2,-0.21436834745068092,0.21436834745068092
7,mgst_saccade_duration,Stage 2,0.37340108117137016,0.37340108117137016
7,cdt_saccade_degree_sd,Stage 2,-0.12218490142756601,0.12218490142756601
7,stroop_saccade_degree_mean,Stage 2,0.4332623331672329,0.4332623331672329
7,stroop_screen_duration_mean,Stage 2,-0.2050575014058385,0.2050575014058385
7,stroop_saccade_latency_total,Stage 2,0.6268801608141356,0.6268801608141356
8,questionnaire_latency_mean,Stage 1,0.28900015012995967,0.28900015012995967
8,questionnaire_latency_sd,Stage 1,0.5330194940750108,0.5330194940750108
8,questionnaire_interval_mean,Stage 1,1.0471226895010368,1.0471226895010368
8,questionnaire_interval_sd,Stage 1,1.0918032636313586,1.0918032636313586
8,social_notification_latency_mean,Stage 1,1.251979185859002,1.251979185859002
8,social_notification_latency_sd,Stage 1,0.8755158818320775,0.8755158818320775
8,ambient_light_sd,Stage 1,0.7637809555429371,0.7637809555429371
8,fitbit_steps_active,Stage 1,0.6033183411284951,0.6033183411284951
8,active_session_duration,Stage 1,0.2565857679519163,0.2565857679519163
8,new_apps_added,Stage 1,-0.0539603203087166,0.0539603203087166
8,scroll_interval_sd,Stage 1,0.35859539713504324,0.35859539713504324
8,tap_interval_sd,Stage 1,0.7979970053693061,0.7979970053693061
8,dwell_time_sd,Stage 1,0.786647474263332,0.786647474263332
8,idle_interval_sd,Stage 1,0.43329211764886416,0.43329211764886416
8,session_fragmentation,Stage 1,-0.06872140926710603,0.06872140926710603
8,pst_fixation_duration,Stage 2,-0.195769625609274,0.195769625609274
8,ast_saccade_time_max,Stage 2,0.284149674229977,0.284149674229977
8,mgst_saccade_degree_total,Stage 2,-0.08141117431250387,0.08141117431250387
8,mgst_saccade_degree_mean,Stage 2,-0.05752097998742448,0.05752097998742448
8,mgst_saccade_time_max,Stage 2,0.14169477932423932,0.14169477932423932
8,mgst_fixation_time_max,Stage 2,-0.5570773392362882,0.5570773392362882
8,mgst_fixation_mean,Stage 2,-0.6010741204572653,0.6010741204572653
8,mgst_saccade_latency_total,Stage 2,-0.19138987581680023,0.19138987581680023
8,mgst_saccade_duration,Stage 2,0.5225552143771456,0.5225552143771456
8,cdt_saccade_degree_sd,Stage 2,-0.49384518249561943,0.49384518249561943
8,stroop_saccade_degree_mean,Stage 2,0.417933602900269,0.417933602900269
8,stroop_screen_duration_mean,Stage 2,0.36519888889648927,0.36519888889648927
8,stroop_saccade_latency_total,Stage 2,0.7163942230040942,0.7163942230040942
9,questionnaire_latency_mean,Stage 1,0.29900486297244944,0.29900486297244944
9,questionnaire_latency_sd,Stage 1,0.325048563950895,0.325048563950895
9,questionnaire_interval_mean,Stage 1,0.7624390385122892,0.7624390385122892
9,questionnaire_interval_sd,Stage 1,0.6904506577921291,0.6904506577921291
9,social_notification_latency_mean,Stage 1,1.0536575010352396,1.0536575010352396
9,social_notification_latency_sd,Stage 1,0.9885741316273307,0.9885741316273307
9,ambient_light_sd,Stage 1,0.9396441076434046,0.9396441076434046
9,fitbit_steps_active,Stage 1,0.765275598169741,0.765275598169741
9,active_session_duration,Stage 1,0.6071424973530036,0.6071424973530036
9,new_apps_added,Stage 1,-0.11758479634913037,0.11758479634913037
9,scroll_interval_sd,Stage 1,0.39300579954077103,0.39300579954077103
9,tap_interval_sd,Stage 1,0.7937245109861217,0.7937245109861217
9,dwell_time_sd,Stage 1,0.9501170881129039,0.9501170881129039
9,idle_interval_sd,Stage 1,0.5693883333271249,0.5693883333271249
9,session_fragmentation,Stage 1,-0.041327670873217245,0.041327670873217245
9,pst_fixation_duration,Stage 2,-0.580602302618226,0.580602302618226
9,ast_saccade_time_max,Stage 2,0.44629732290141777,0.44629732290141777
9,mgst_saccade_degree_total,Stage 2,-9.555908505459471e-05,9.555908505459471e-05
9,mgst_saccade_degree_mean,Stage 2,0.3478054654093504,0.3478054654093504
9,mgst_saccade_time_max,Stage 2,0.30973893902854305,0.30973893902854305
9,mgst_fixation_time_max,Stage 2,-0.21039888080786517,0.21039888080786517
9,mgst_fixation_mean,Stage 2,-0.36373725113929656,0.36373725113929656
9,mgst_saccade_latency_total,Stage 2,-0.9554462487110705,0.9554462487110705
9,mgst_saccade_duration,Stage 2,0.5644902323049633,0.5644902323049633
9,cdt_saccade_degree_sd,Stage 2,-0.1197409598548685,0.1197409598548685
9,stroop_saccade_degree_mean,Stage 2,0.29502719179181114,0.29502719179181114
9,stroop_screen_duration_mean,Stage 2,0.34821577451973035,0.34821577451973035
9,stroop_saccade_latency_total,Stage 2,0.7639790487269883,0.7639790487269883
10,questionnaire_latency_mean,Stage 1,1.026158592407945,1.026158592407945
10,questionnaire_latency_sd,Stage 1,0.6293210149796014,0.6293210149796014
10,questionnaire_interval_mean,Stage 1,0.6095356698113114,0.6095356698113114
10,questionnaire_interval_sd,Stage 1,1.5722450908315335,1.5722450908315335
10,social_notification_latency_mean,Stage 1,0.4849972422682835,0.4849972422682835
10,social_notification_latency_sd,Stage 1,1.4015574303476173,1.4015574303476173
10,ambient_light_sd,Stage 1,0.2522481939195563,0.2522481939195563
10,fitbit_steps_active,Stage 1,0.29483992144875676,0.29483992144875676
10,active_session_duration,Stage 1,0.15459874140098667,0.15459874140098667
10,new_apps_added,Stage 1,0.053499465182912175,0.053499465182912175
10,scroll_interval_sd,Stage 1,1.2359488965581105,1.2359488965581105
10,tap_interval_sd,Stage 1,0.9009172161767423,0.9009172161767423
10,dwell_time_sd,Stage 1,0.9671349686398908,0.9671349686398908
10,idle_interval_sd,Stage 1,0.7621068814858528,0.7621068814858528
10,session_fragmentation,Stage 1,-0.04826282650325672,0.04826282650325672
10,pst_fixation_duration,Stage 2,-0.20719144547664506,0.20719144547664506
10,ast_saccade_time_max,Stage 2,0.35405476073081094,0.35405476073081094
10,mgst_saccade_degree_total,Stage 2,0.21517461861516304,0.21517461861516304
10,mgst_saccade_degree_mean,Stage 2,0.2404459468966051,0.2404459468966051
10,mgst_saccade_time_max,Stage 2,0.024114157714807447,0.024114157714807447
10,mgst_fixation_time_max,Stage 2,-0.4850870110264838,0.4850870110264838
10,mgst_fixation_mean,Stage 2,-0.6212009206537892,0.6212009206537892
10,mgst_saccade_latency_total,Stage 2,-0.5096129676263628,0.5096129676263628
10,mgst_saccade_duration,Stage 2,0.3033531269545776,0.3033531269545776
10,cdt_saccade_degree_sd,Stage 2,-0.40956959859283465,0.40956959859283465
10,stroop_saccade_degree_mean,Stage 2,0.5242644933022363,0.5242644933022363
10,stroop_screen_duration_mean,Stage 2,0.06850676294159486,0.06850676294159486
10,stroop_saccade_latency_total,Stage 2,0.6795917288932258,0.6795917288932258
11,questionnaire_latency_mean,Stage 1,0.07029137739906534,0.07029137739906534
11,questionnaire_latency_sd,Stage 1,0.4858121234408323,0.4858121234408323
11,questionnaire_interval_mean,Stage 1,0.9718731573331542,0.9718731573331542
11,questionnaire_interval_sd,Stage 1,1.0457901960849587,1.0457901960849587
11,social_notification_latency_mean,Stage 1,1.275461861291594,1.275461861291594
11,social_notification_latency_sd,Stage 1,1.1456581813503026,1.1456581813503026
11,ambient_light_sd,Stage 1,0.8323297798574637,0.8323297798574637
11,fitbit_steps_active,Stage 1,0.25403064288778066,0.25403064288778066
11,active_session_duration,Stage 1,0.3759171293376879,0.3759171293376879
11,new_apps_added,Stage 1,-0.13599337971189723,0.13599337971189723
11,scroll_interval_sd,Stage 1,0.25473656358459207,0.25473656358459207
11,tap_interval_sd,Stage 1,0.5854454420065189,0.5854454420065189
11,dwell_time_sd,Stage 1,1.2427198223709124,1.2427198223709124
11,idle_interval_sd,Stage 1,0.5103377642753829,0.5103377642753829
11,session_fragmentation,Stage 1,0.23858062537561112,0.23858062537561112
11,pst_fixation_duration,Stage 2,-0.18261686859147264,0.18261686859147264
11,ast_saccade_time_max,Stage 2,0.04910535862966395,0.04910535862966395
11,mgst_saccade_degree_total,Stage 2,0.40588707941635105,0.40588707941635105
11,mgst_saccade_degree_mean,Stage 2,0.08727748684156018,0.08727748684156018
11,mgst_saccade_time_max,Stage 2,0.30670684878008847,0.30670684878008847
11,mgst_fixation_time_max,Stage 2,-0.48195308622542704,0.48195308622542704
11,mgst_fixation_mean,Stage 2,-0.5352324783197822,0.5352324783197822
11,mgst_saccade_latency_total,Stage 2,-0.6807379986887374,0.6807379986887374
11,mgst_saccade_duration,Stage 2,0.570912974445478,0.570912974445478
11,cdt_saccade_degree_sd,Stage 2,-0.4158579639814248,0.4158579639814248
11,stroop_saccade_degree_mean,Stage 2,0.34081700201277926,0.34081700201277926
11,stroop_screen_duration_mean,Stage 2,-0.005670211441243668,0.005670211441243668
11,stroop_saccade_latency_total,Stage 2,0.3984561729607439,0.3984561729607439
12,questionnaire_latency_mean,Stage 1,0.4830009028503437,0.4830009028503437
12,questionnaire_latency_sd,Stage 1,0.3187529022055946,0.3187529022055946
12,questionnaire_interval_mean,Stage 1,0.9659109827070582,0.9659109827070582
12,questionnaire_interval_sd,Stage 1,0.8850135675866025,0.8850135675866025
12,social_notification_latency_mean,Stage 1,1.1406918001938042,1.1406918001938042
12,social_notification_latency_sd,Stage 1,0.7204429633753512,0.7204429633753512
12,ambient_light_sd,Stage 1,0.4395826547459088,0.4395826547459088
12,fitbit_steps_active,Stage 1,0.44676847932664354,0.44676847932664354
12,active_session_duration,Stage 1,0.5883215661772176,0.5883215661772176
12,new_apps_added,Stage 1,-0.13395116342585717,0.13395116342585717
12,scroll_interval_sd,Stage 1,0.549879256038551,0.549879256038551
12,tap_interval_sd,Stage 1,1.0623903338507459,1.0623903338507459
12,dwell_time_sd,Stage 1,0.596822965682388,0.596822965682388
12,idle_interval_sd,Stage 1,0.7327110536753849,0.7327110536753849
12,session_fragmentation,Stage 1,-0.026888087748051806,0.026888087748051806
12,pst_fixation_duration,Stage 2,-0.32996735151904455,0.32996735151904455
12,ast_saccade_time_max,Stage 2,0.16510008501883602,0.16510008501883602
12,mgst_saccade_degree_total,Stage 2,0.03639509877028949,0.03639509877028949
12,mgst_saccade_degree_mean,Stage 2,0.2264600184651811,0.2264600184651811
12,mgst_saccade_time_max,Stage 2,-0.12070931764349539,0.12070931764349539
12,mgst_fixation_time_max,Stage 2,-0.41069853668438355,0.41069853668438355
12,mgst_fixation_mean,Stage 2,-0.5546000257349326,0.5546000257349326
12,mgst_saccade_latency_total,Stage 2,-0.3325218568406422,0.3325218568406422
12,mgst_saccade_duration,Stage 2,0.46355296939180185,0.46355296939180185
12,cdt_saccade_degree_sd,Stage 2,-0.08179594011037282,0.08179594011037282
12,stroop_saccade_degree_mean,Stage 2,0.25530421859691366,0.25530421859691366
12,stroop_screen_duration_mean,Stage 2,0.4610689751672776,0.4610689751672776
12,stroop_saccade_latency_total,Stage 2,0.9231095867094048,0.9231095867094048
13,questionnaire_latency_mean,Stage 1,0.6286018282942042,0.6286018282942042
13,questionnaire_latency_sd,Stage 1,0.39978325663983755,0.39978325663983755
13,questionnaire_interval_mean,Stage 1,0.8157680625348669,0.8157680625348669
13,questionnaire_interval_sd,Stage 1,1.3543356240697222,1.3543356240697222
13,social_notification_latency_mean,Stage 1,0.5951502298417025,0.5951502298417025
13,social_notification_latency_sd,Stage 1,0.7631219972753919,0.7631219972753919
13,ambient_light_sd,Stage 1,0.8342526299204787,0.8342526299204787
13,fitbit_steps_active,Stage 1,0.14999003831227573,0.14999003831227573
13,active_session_duration,Stage 1,0.43314884093421574,0.43314884093421574
13,new_apps_added,Stage 1,-0.22045906327906015,0.22045906327906015
13,scroll_interval_sd,Stage 1,0.3828771873976492,0.3828771873976492
13,tap_interval_sd,Stage 1,0.9755102076430436,0.9755102076430436
13,dwell_time_sd,Stage 1,0.7769764919404489,0.7769764919404489
13,idle_interval_sd,Stage 1,0.7005004898475578,0.7005004898475578
13,session_fragmentation,Stage 1,-0.23525866366607082,0.23525866366607082
13,pst_fixation_duration,Stage 2,-0.6057447969074937,0.6057447969074937
13,ast_saccade_time_max,Stage 2,0.12654946289590235,0.12654946289590235
13,mgst_saccade_degree_total,Stage 2,0.10837548632086864,0.10837548632086864
13,mgst_saccade_degree_mean,Stage 2,0.2590026378933248,0.2590026378933248
13,mgst_saccade_time_max,Stage 2,-0.11790084967764114,0.11790084967764114
13,mgst_fixation_time_max,Stage 2,-0.5339239272477008,0.5339239272477008
13,mgst_fixation_mean,Stage 2,-0.686419278729823,0.686419278729823
13,mgst_saccade_latency_total,Stage 2,-0.5904449402851619,0.5904449402851619
13,mgst_saccade_duration,Stage 2,0.3762190457992839,0.3762190457992839
13,cdt_saccade_degree_sd,Stage 2,-0.3509357303780616,0.3509357303780616
13,stroop_saccade_degree_mean,Stage 2,0.3976253803188762,0.3976253803188762
13,stroop_screen_duration_mean,Stage 2,0.23266591221135416,0.23266591221135416
13,stroop_saccade_latency_total,Stage 2,1.0020495837172638,1.0020495837172638
14,questionnaire_latency_mean,Stage 1,1.0051001097981227,1.0051001097981227
14,questionnaire_latency_sd,Stage 1,0.7366860617778923,0.7366860617778923
14,questionnaire_interval_mean,Stage 1,0.8193897782145256,0.8193897782145256
14,questionnaire_interval_sd,Stage 1,0.8266005193150425,0.8266005193150425
14,social_notification_latency_mean,Stage 1,1.0329650822622929,1.0329650822622929
14,social_notification_latency_sd,Stage 1,1.1796365896406442,1.1796365896406442
14,ambient_light_sd,Stage 1,0.8224616597942059,0.8224616597942059
14,fitbit_steps_active,Stage 1,0.41001418639351506,0.41001418639351506
14,active_session_duration,Stage 1,0.23082554336981834,0.23082554336981834
14,new_apps_added,Stage 1,-0.023479990983845705,0.023479990983845705
14,scroll_interval_sd,Stage 1,0.7194521844949971,0.7194521844949971
